Orthogroup	Duplications (all)	Duplications (50% support)
OG0006456	0	0
OG0006457	0	0
OG0006458	0	0
OG0006459	0	0
OG0006460	0	0
OG0006461	0	0
OG0006462	0	0
OG0006463	0	0
OG0006464	1	1
OG0006465	0	0
OG0006466	0	0
OG0006467	0	0
OG0006468	0	0
OG0006469	0	0
OG0006470	0	0
OG0006471	1	1
OG0006472	0	0
OG0006473	0	0
OG0006474	0	0
OG0006475	0	0
OG0006476	0	0
OG0006477	0	0
OG0006478	0	0
OG0006479	0	0
OG0006480	0	0
OG0006481	0	0
OG0006482	1	1
OG0006483	0	0
OG0006484	1	1
OG0006485	1	1
OG0006486	0	0
OG0006487	0	0
OG0006488	1	1
OG0006489	2	2
OG0006490	0	0
OG0006491	0	0
OG0006492	0	0
OG0006493	2	0
OG0006494	0	0
OG0006495	0	0
OG0006496	0	0
OG0006497	1	1
OG0006498	0	0
OG0006499	0	0
OG0006500	0	0
OG0006501	0	0
OG0006502	0	0
OG0006503	0	0
OG0006504	0	0
OG0006505	0	0
OG0006506	1	1
OG0006507	1	1
OG0006508	1	1
OG0006509	0	0
OG0006510	0	0
OG0006511	0	0
OG0006512	0	0
OG0006513	0	0
OG0006514	0	0
OG0006515	0	0
OG0006516	0	0
OG0006517	0	0
OG0006518	0	0
OG0006519	0	0
OG0006520	0	0
OG0006521	0	0
OG0006522	0	0
OG0006523	1	1
OG0006524	3	3
OG0006525	1	1
OG0006526	1	0
OG0006527	1	1
OG0006528	0	0
OG0006529	0	0
OG0006530	0	0
OG0006531	0	0
OG0006532	0	0
OG0006533	0	0
OG0006534	0	0
OG0006535	0	0
OG0006536	0	0
OG0006537	0	0
OG0006538	0	0
OG0006539	0	0
OG0006540	0	0
OG0006541	0	0
OG0006542	0	0
OG0006543	0	0
OG0006544	0	0
OG0006545	0	0
OG0006546	0	0
OG0006547	0	0
OG0006548	1	1
OG0006549	0	0
OG0006550	0	0
OG0006551	0	0
OG0006552	0	0
OG0006553	0	0
OG0006554	0	0
OG0006555	0	0
OG0006556	0	0
OG0006557	0	0
OG0006558	0	0
OG0006559	0	0
OG0006560	0	0
OG0006561	0	0
OG0006562	0	0
OG0006563	0	0
OG0006564	0	0
OG0006565	0	0
OG0006566	0	0
OG0006567	0	0
OG0006568	0	0
OG0006569	0	0
OG0006570	1	1
OG0006571	1	1
OG0006572	0	0
OG0006573	0	0
OG0006574	0	0
OG0006575	0	0
OG0006576	0	0
OG0006577	1	1
OG0006578	0	0
OG0006579	0	0
OG0006580	0	0
OG0006581	0	0
OG0006582	1	1
OG0006583	0	0
OG0006584	0	0
OG0006585	0	0
OG0006586	0	0
OG0006587	0	0
OG0006588	1	1
OG0006589	0	0
OG0006590	0	0
OG0006591	1	1
OG0006592	0	0
OG0006593	1	1
OG0006594	0	0
OG0006595	0	0
OG0006596	0	0
OG0006597	0	0
OG0006598	0	0
OG0006599	0	0
OG0006600	0	0
OG0006601	0	0
OG0006602	0	0
OG0006603	0	0
OG0006604	0	0
OG0006605	0	0
OG0006606	0	0
OG0006607	0	0
OG0006608	0	0
OG0006609	1	1
OG0006610	1	1
OG0006611	1	1
OG0006612	0	0
OG0006613	0	0
OG0006614	0	0
OG0006615	0	0
OG0006616	0	0
OG0006617	0	0
OG0006618	0	0
OG0006619	0	0
OG0006620	1	1
OG0006621	1	1
OG0006622	1	1
OG0006623	1	0
OG0006624	0	0
OG0006625	1	1
OG0006626	0	0
OG0006627	0	0
OG0006628	0	0
OG0006629	0	0
OG0006630	0	0
OG0006631	0	0
OG0006632	0	0
OG0006633	4	0
OG0006634	0	0
OG0006635	1	1
OG0006636	2	1
OG0006637	0	0
OG0006638	0	0
OG0006639	1	1
OG0006640	2	2
OG0006641	0	0
OG0006642	1	1
OG0006643	2	1
OG0006644	0	0
OG0006645	0	0
OG0006646	0	0
OG0006647	0	0
OG0006648	1	1
OG0006649	2	2
OG0006650	1	1
OG0006651	0	0
OG0006652	0	0
OG0006653	0	0
OG0006654	0	0
OG0006655	0	0
OG0006656	0	0
OG0006657	0	0
OG0006658	0	0
OG0006659	0	0
OG0006660	0	0
OG0006661	0	0
OG0006662	0	0
OG0006663	0	0
OG0006664	0	0
OG0006665	0	0
OG0006666	1	1
OG0006667	1	1
OG0006668	1	1
OG0006669	1	1
OG0006670	2	2
OG0006671	1	1
OG0006672	0	0
OG0006673	0	0
OG0006674	0	0
OG0006675	0	0
OG0006676	0	0
OG0006677	0	0
OG0006678	0	0
OG0006679	0	0
OG0006680	0	0
OG0006681	1	0
OG0006682	0	0
OG0006683	0	0
OG0006684	0	0
OG0006685	0	0
OG0006686	0	0
OG0006687	0	0
OG0006688	1	1
OG0006689	1	1
OG0006690	1	1
OG0006691	1	1
OG0006692	1	1
OG0006693	1	1
OG0006694	1	1
OG0006695	1	1
OG0006696	1	1
OG0006697	1	1
OG0006698	1	1
OG0006699	0	0
OG0006700	0	0
OG0006701	0	0
OG0006702	0	0
OG0006703	0	0
OG0006704	0	0
OG0006705	0	0
OG0006706	0	0
OG0006707	0	0
OG0006708	0	0
OG0006709	0	0
OG0006710	0	0
OG0006711	1	1
OG0006712	1	1
OG0006713	1	1
OG0006714	1	1
OG0006715	0	0
OG0006716	0	0
OG0006717	0	0
OG0006718	0	0
OG0006719	0	0
OG0006720	1	0
OG0006721	0	0
OG0006722	0	0
OG0006723	0	0
OG0006724	0	0
OG0006725	1	1
OG0006726	0	0
OG0006727	1	1
OG0006728	0	0
OG0006729	1	1
OG0006730	0	0
OG0006731	0	0
OG0006732	2	2
OG0006733	3	3
OG0006734	1	1
OG0006735	0	0
OG0006736	0	0
OG0006737	0	0
OG0006738	0	0
OG0006739	0	0
OG0006740	0	0
OG0006741	0	0
OG0006742	0	0
OG0006743	0	0
OG0006744	0	0
OG0006745	0	0
OG0006746	0	0
OG0006747	0	0
OG0006748	0	0
OG0006749	0	0
OG0006750	0	0
OG0006751	0	0
OG0006752	0	0
OG0006753	1	1
OG0006754	1	1
OG0006755	1	1
OG0006756	1	1
OG0006757	0	0
OG0006758	2	2
OG0006759	0	0
OG0006760	0	0
OG0006761	0	0
OG0006762	0	0
OG0006763	0	0
OG0006764	0	0
OG0006765	0	0
OG0006766	0	0
OG0006767	0	0
OG0006768	0	0
OG0006769	0	0
OG0006770	0	0
OG0006771	0	0
OG0006772	0	0
OG0006773	0	0
OG0006774	0	0
OG0006775	0	0
OG0006776	1	1
OG0006777	0	0
OG0006778	0	0
OG0006779	0	0
OG0006780	0	0
OG0006781	0	0
OG0006782	0	0
OG0006783	2	1
OG0006784	0	0
OG0006785	0	0
OG0006786	0	0
OG0006787	0	0
OG0006788	1	1
OG0006789	0	0
OG0006790	0	0
OG0006791	0	0
OG0006792	0	0
OG0006793	1	1
OG0006794	1	1
OG0006795	1	1
OG0006796	1	1
OG0006797	1	1
OG0006798	1	1
OG0006799	1	1
OG0006800	1	1
OG0006801	2	2
OG0006802	1	1
OG0006803	1	1
OG0006804	1	1
OG0006805	1	1
OG0006806	0	0
OG0006807	0	0
OG0006808	0	0
OG0006809	1	1
OG0006810	0	0
OG0006811	0	0
OG0006812	0	0
OG0006813	0	0
OG0006814	0	0
OG0006815	0	0
OG0006816	0	0
OG0006817	0	0
OG0006818	0	0
OG0006819	0	0
OG0006820	0	0
OG0006821	0	0
OG0006822	0	0
OG0006823	0	0
OG0006824	0	0
OG0006825	0	0
OG0006826	0	0
OG0006827	0	0
OG0006828	0	0
OG0006829	0	0
OG0006830	0	0
OG0006831	1	1
OG0006832	0	0
OG0006833	0	0
OG0006834	0	0
OG0006835	1	0
OG0006836	0	0
OG0006837	1	1
OG0006838	0	0
OG0006839	0	0
OG0006840	0	0
OG0006841	0	0
OG0006842	0	0
OG0006843	0	0
OG0006844	0	0
OG0006845	0	0
OG0006846	0	0
OG0006847	0	0
OG0006848	0	0
OG0006849	0	0
OG0006850	0	0
OG0006851	0	0
OG0006852	0	0
OG0006853	0	0
OG0006854	0	0
OG0006855	0	0
OG0006856	0	0
OG0006857	0	0
OG0006858	0	0
OG0006859	0	0
OG0006860	1	1
OG0006861	0	0
OG0006862	0	0
OG0006863	0	0
OG0006864	0	0
OG0006865	0	0
OG0006866	0	0
OG0006867	0	0
OG0006868	0	0
OG0006869	0	0
OG0006870	0	0
OG0006871	0	0
OG0006872	0	0
OG0006873	0	0
OG0006874	0	0
OG0006875	0	0
OG0006876	0	0
OG0006877	0	0
OG0006878	0	0
OG0006879	0	0
OG0006880	0	0
OG0006881	0	0
OG0006882	0	0
OG0006883	0	0
OG0006884	0	0
OG0006885	0	0
OG0006886	0	0
OG0006887	0	0
OG0006888	0	0
OG0006889	0	0
OG0006890	0	0
OG0006891	1	0
OG0006892	0	0
OG0006893	1	1
OG0006894	1	1
OG0006895	1	1
OG0006896	0	0
OG0006897	0	0
OG0006898	0	0
OG0006899	0	0
OG0006900	0	0
OG0006901	0	0
OG0006902	0	0
OG0006903	1	0
OG0006904	0	0
OG0006905	0	0
OG0006906	0	0
OG0006907	0	0
OG0006908	1	1
OG0006909	0	0
OG0006910	0	0
OG0006911	0	0
OG0006912	0	0
OG0006913	0	0
OG0006914	1	0
OG0006915	0	0
OG0006916	0	0
OG0006917	0	0
OG0006918	0	0
OG0006919	0	0
OG0006920	0	0
OG0006921	0	0
OG0006922	0	0
OG0006923	0	0
OG0006924	0	0
OG0006925	0	0
OG0006926	0	0
OG0006927	0	0
OG0006928	0	0
OG0006929	0	0
OG0006930	0	0
OG0006931	0	0
OG0006932	0	0
OG0006933	0	0
OG0006934	0	0
OG0006935	0	0
OG0006936	0	0
OG0006937	0	0
OG0006938	0	0
OG0006939	0	0
OG0006940	0	0
OG0006941	0	0
OG0006942	0	0
OG0006943	0	0
OG0006944	0	0
OG0006945	0	0
OG0006946	0	0
OG0006947	0	0
OG0006948	0	0
OG0006949	0	0
OG0006950	0	0
OG0006951	0	0
OG0006952	0	0
OG0006953	0	0
OG0006954	0	0
OG0006955	0	0
OG0006956	0	0
OG0006957	1	1
OG0006958	0	0
OG0006959	0	0
OG0006960	0	0
OG0006961	0	0
OG0006962	0	0
OG0006963	0	0
OG0006964	0	0
OG0006965	0	0
OG0006966	0	0
OG0006967	0	0
OG0006968	0	0
OG0006969	0	0
OG0006970	0	0
OG0006971	1	1
OG0006972	1	1
OG0006973	1	1
OG0006974	0	0
OG0006975	0	0
OG0006976	0	0
OG0006977	0	0
OG0006978	0	0
OG0006979	0	0
OG0006980	0	0
OG0006981	0	0
OG0006982	3	1
OG0006983	0	0
OG0006984	0	0
OG0006985	0	0
OG0006986	0	0
OG0006987	0	0
OG0006988	0	0
OG0006989	0	0
OG0006990	0	0
OG0006991	0	0
OG0006992	0	0
OG0006993	0	0
OG0006994	0	0
OG0006995	0	0
OG0006996	0	0
OG0006997	0	0
OG0006998	0	0
OG0006999	0	0
OG0007000	0	0
OG0007001	0	0
OG0007002	1	0
OG0007003	0	0
OG0007004	0	0
OG0007005	0	0
OG0007006	0	0
OG0007007	0	0
OG0007008	0	0
OG0007009	0	0
OG0007010	0	0
OG0007011	0	0
OG0007012	0	0
OG0007013	0	0
OG0007014	0	0
OG0007015	0	0
OG0007016	0	0
OG0007017	0	0
OG0007018	0	0
OG0007019	0	0
OG0007020	0	0
OG0007021	0	0
OG0007022	0	0
OG0007023	0	0
OG0007024	0	0
OG0007025	0	0
OG0007026	0	0
OG0007027	0	0
OG0007028	0	0
OG0007029	0	0
OG0007030	1	1
OG0007031	0	0
OG0007032	2	1
OG0007033	1	1
OG0007034	0	0
OG0007035	0	0
OG0007036	0	0
OG0007037	0	0
OG0007038	0	0
OG0007039	0	0
OG0007040	0	0
OG0007041	0	0
OG0007042	0	0
OG0007043	0	0
OG0007044	0	0
OG0007045	0	0
OG0007046	0	0
OG0007047	0	0
OG0007048	0	0
OG0007049	0	0
OG0007050	0	0
OG0007051	0	0
OG0007052	0	0
OG0007053	0	0
OG0007054	0	0
OG0007055	0	0
OG0007056	0	0
OG0007057	0	0
OG0007058	0	0
OG0007059	0	0
OG0007060	0	0
OG0007061	0	0
OG0007062	0	0
OG0007063	0	0
OG0007064	0	0
OG0007065	0	0
OG0007066	0	0
OG0007067	0	0
OG0007068	0	0
OG0007069	0	0
OG0007070	1	1
OG0007071	0	0
OG0007072	2	1
OG0007073	0	0
OG0007074	1	1
OG0007075	0	0
OG0007076	0	0
OG0007077	0	0
OG0007078	0	0
OG0007079	0	0
OG0007080	0	0
OG0007081	0	0
OG0007082	0	0
OG0007083	0	0
OG0007084	0	0
OG0007085	0	0
OG0007086	0	0
OG0007087	0	0
OG0007088	0	0
OG0007089	0	0
OG0007090	0	0
OG0007091	0	0
OG0007092	0	0
OG0007093	0	0
OG0007094	0	0
OG0007095	1	0
OG0007096	0	0
OG0007097	0	0
OG0007098	0	0
OG0007099	0	0
OG0007100	0	0
OG0007101	1	1
OG0007102	1	1
OG0007103	1	1
OG0007104	1	1
OG0007105	1	1
OG0007106	1	1
OG0007107	1	1
OG0007108	1	1
OG0007109	1	1
OG0007110	0	0
OG0007111	0	0
OG0007112	0	0
OG0007113	0	0
OG0007114	0	0
OG0007115	0	0
OG0007116	0	0
OG0007117	2	2
OG0007118	1	1
OG0007119	0	0
OG0007120	0	0
OG0007121	0	0
OG0007122	0	0
OG0007123	1	1
OG0007124	0	0
OG0007125	1	1
OG0007126	0	0
OG0007127	1	1
OG0007128	0	0
OG0007129	0	0
OG0007130	0	0
OG0007131	0	0
OG0007132	0	0
OG0007133	0	0
OG0007134	0	0
OG0007135	0	0
OG0007136	0	0
OG0007137	0	0
OG0007138	0	0
OG0007139	0	0
OG0007140	0	0
OG0007141	0	0
OG0007142	0	0
OG0007143	0	0
OG0007144	0	0
OG0007145	0	0
OG0007146	0	0
OG0007147	0	0
OG0007148	0	0
OG0007149	0	0
OG0007150	0	0
OG0007151	0	0
OG0007152	0	0
OG0007153	0	0
OG0007154	0	0
OG0007155	0	0
OG0007156	0	0
OG0007157	0	0
OG0007158	0	0
OG0007159	0	0
OG0007160	0	0
OG0007161	0	0
OG0007162	1	1
OG0007163	1	1
OG0007164	1	1
OG0007165	1	1
OG0007166	0	0
OG0007167	1	1
OG0007168	1	1
OG0007169	0	0
OG0007170	0	0
OG0007171	0	0
OG0007172	0	0
OG0007173	0	0
OG0007174	0	0
OG0007175	0	0
OG0007176	0	0
OG0007177	0	0
OG0007178	0	0
OG0007179	0	0
OG0007180	0	0
OG0007181	0	0
OG0007182	0	0
OG0007183	1	1
OG0007184	0	0
OG0007185	0	0
OG0007186	0	0
OG0007187	0	0
OG0007188	0	0
OG0007189	0	0
OG0007190	0	0
OG0007191	0	0
OG0007192	1	1
OG0007193	0	0
OG0007194	0	0
OG0007195	0	0
OG0007196	1	1
OG0007197	1	1
OG0007198	1	1
OG0007199	0	0
OG0007200	0	0
OG0007201	0	0
OG0007202	0	0
OG0007203	0	0
OG0007204	0	0
OG0007205	0	0
OG0007206	0	0
OG0007207	0	0
OG0007208	0	0
OG0007209	0	0
OG0007210	0	0
OG0007211	0	0
OG0007212	0	0
OG0007213	0	0
OG0007214	0	0
OG0007215	0	0
OG0007216	0	0
OG0007217	0	0
OG0007218	0	0
OG0007219	0	0
OG0007220	0	0
OG0007221	0	0
OG0007222	0	0
OG0007223	0	0
OG0007224	0	0
OG0007225	0	0
OG0007226	0	0
OG0007227	0	0
OG0007228	0	0
OG0007229	0	0
OG0007230	0	0
OG0007231	0	0
OG0007232	0	0
OG0007233	0	0
OG0007234	0	0
OG0007235	0	0
OG0007236	1	0
OG0007237	0	0
OG0007238	0	0
OG0007239	0	0
OG0007240	0	0
OG0007241	0	0
OG0007242	0	0
OG0007243	1	1
OG0007244	0	0
OG0007245	0	0
OG0007246	0	0
OG0007247	0	0
OG0007248	0	0
OG0007249	1	1
OG0007250	0	0
OG0007251	1	1
OG0007252	0	0
OG0007253	0	0
OG0007254	0	0
OG0007255	0	0
OG0007256	0	0
OG0007257	0	0
OG0007258	0	0
OG0007259	0	0
OG0007260	1	0
OG0007261	0	0
OG0007262	0	0
OG0007263	0	0
OG0007264	0	0
OG0007265	0	0
OG0007266	0	0
OG0007267	0	0
OG0007268	0	0
OG0007269	0	0
OG0007270	0	0
OG0007271	0	0
OG0007272	0	0
OG0007273	0	0
OG0007274	0	0
OG0007275	0	0
OG0007276	0	0
OG0007277	0	0
OG0007278	0	0
OG0007279	0	0
OG0007280	0	0
OG0007281	0	0
OG0007282	3	3
OG0007283	0	0
OG0007284	0	0
OG0007285	0	0
OG0007286	0	0
OG0007287	0	0
OG0007288	0	0
OG0007289	0	0
OG0007290	0	0
OG0007291	0	0
OG0007292	0	0
OG0007293	0	0
OG0007294	1	1
OG0007295	0	0
OG0007296	0	0
OG0007297	0	0
OG0007298	0	0
OG0007299	0	0
OG0007300	0	0
OG0007301	0	0
OG0007302	0	0
OG0007303	0	0
OG0007304	0	0
OG0007305	0	0
OG0007306	0	0
OG0007307	0	0
OG0007308	0	0
OG0007309	0	0
OG0007310	0	0
OG0007311	0	0
OG0007312	0	0
OG0007313	0	0
OG0007314	0	0
OG0007315	0	0
OG0007316	0	0
OG0007317	0	0
OG0007318	0	0
OG0007319	0	0
OG0007320	0	0
OG0007321	0	0
OG0007322	0	0
OG0007323	0	0
OG0007324	0	0
OG0007325	0	0
OG0007326	0	0
OG0007327	1	1
OG0007328	0	0
OG0007329	0	0
OG0007330	0	0
OG0007331	0	0
OG0007332	0	0
OG0007333	0	0
OG0007334	0	0
OG0007335	0	0
OG0007336	0	0
OG0007337	0	0
OG0007338	1	1
OG0007339	0	0
OG0007340	0	0
OG0007341	0	0
OG0007342	0	0
OG0007343	0	0
OG0007344	0	0
OG0007345	0	0
OG0007346	0	0
OG0007347	0	0
OG0007348	0	0
OG0007349	0	0
OG0007350	0	0
OG0007351	1	1
OG0007352	0	0
OG0007353	0	0
OG0007354	0	0
OG0007355	0	0
OG0007356	1	1
OG0007357	0	0
OG0007358	0	0
OG0007359	0	0
OG0007360	0	0
OG0007361	0	0
OG0007362	0	0
OG0007363	0	0
OG0007364	0	0
OG0007365	0	0
OG0007366	0	0
OG0007367	0	0
OG0007368	0	0
OG0007369	0	0
OG0007370	0	0
OG0007371	0	0
OG0007372	0	0
OG0007373	0	0
OG0007374	1	1
OG0007375	0	0
OG0007376	0	0
OG0007377	0	0
OG0007378	0	0
OG0007379	1	1
OG0007380	0	0
OG0007381	0	0
OG0007382	0	0
OG0007383	0	0
OG0007384	0	0
OG0007385	0	0
OG0007386	0	0
OG0007387	0	0
OG0007388	0	0
OG0007389	0	0
OG0007390	0	0
OG0007391	0	0
OG0007392	0	0
OG0007393	0	0
OG0007394	0	0
OG0007395	0	0
OG0007396	0	0
OG0007397	0	0
OG0007398	0	0
OG0007399	0	0
OG0007400	0	0
OG0007401	0	0
OG0007402	1	1
OG0007403	0	0
OG0007404	0	0
OG0007405	0	0
OG0007406	0	0
OG0007407	0	0
OG0007408	0	0
OG0007409	0	0
OG0007410	0	0
OG0007411	0	0
OG0007412	0	0
OG0007413	0	0
OG0007414	0	0
OG0007415	0	0
OG0007416	0	0
OG0007417	0	0
OG0007418	0	0
OG0007419	0	0
OG0007420	1	1
OG0007421	1	1
OG0007422	0	0
OG0007423	0	0
OG0007424	0	0
OG0007425	0	0
OG0007426	0	0
OG0007427	0	0
OG0007428	0	0
OG0007429	1	1
OG0007430	0	0
OG0007431	0	0
OG0007432	1	1
OG0007433	1	1
OG0007434	0	0
OG0007435	0	0
OG0007436	0	0
OG0007437	0	0
OG0007438	0	0
OG0007439	0	0
OG0007440	1	1
OG0007441	0	0
OG0007442	0	0
OG0007443	0	0
OG0007444	0	0
OG0007445	0	0
OG0007446	0	0
OG0007447	0	0
OG0007448	0	0
OG0007449	0	0
OG0007450	0	0
OG0007451	0	0
OG0007452	0	0
OG0007453	0	0
OG0007454	0	0
OG0007455	0	0
OG0007456	0	0
OG0007457	0	0
OG0007458	0	0
OG0007459	0	0
OG0007460	0	0
OG0007461	0	0
OG0007462	0	0
OG0007463	0	0
OG0007464	1	1
OG0007465	0	0
OG0007466	0	0
OG0007467	0	0
OG0007468	0	0
OG0007469	0	0
OG0007470	0	0
OG0007471	0	0
OG0007472	0	0
OG0007473	0	0
OG0007474	0	0
OG0007475	0	0
OG0007476	2	1
OG0007477	0	0
OG0007478	0	0
OG0007479	0	0
OG0007480	0	0
OG0007481	0	0
OG0007482	0	0
OG0007483	0	0
OG0007484	0	0
OG0007485	0	0
OG0007486	0	0
OG0007487	1	1
OG0007488	0	0
OG0007489	1	1
OG0007490	0	0
OG0007491	0	0
OG0007492	0	0
OG0007493	0	0
OG0007494	0	0
OG0007495	0	0
OG0007496	0	0
OG0007497	0	0
OG0007498	0	0
OG0007499	0	0
OG0007500	0	0
OG0007501	0	0
OG0007502	0	0
OG0007503	0	0
OG0007504	0	0
OG0007505	0	0
OG0007506	0	0
OG0007507	1	1
OG0007508	0	0
OG0007509	0	0
OG0007510	0	0
OG0007511	6	5
OG0007512	0	0
OG0007513	0	0
OG0007514	1	1
OG0007515	1	1
OG0007516	1	1
OG0007517	0	0
OG0007518	0	0
OG0007519	0	0
OG0007520	0	0
OG0007521	0	0
OG0007522	0	0
OG0007523	0	0
OG0007524	0	0
OG0007525	0	0
OG0007526	0	0
OG0007527	0	0
OG0007528	0	0
OG0007529	0	0
OG0007530	0	0
OG0007531	0	0
OG0007532	0	0
OG0007533	0	0
OG0007534	0	0
OG0007535	0	0
OG0007536	0	0
OG0007537	0	0
OG0007538	0	0
OG0007539	0	0
OG0007540	0	0
OG0007541	0	0
OG0007542	0	0
OG0007543	0	0
OG0007544	0	0
OG0007545	0	0
OG0007546	0	0
OG0007547	0	0
OG0007548	0	0
OG0007549	0	0
OG0007550	0	0
OG0007551	0	0
OG0007552	0	0
OG0007553	0	0
OG0007554	0	0
OG0007555	1	1
OG0007556	1	1
OG0007557	1	1
OG0007558	1	1
OG0007559	1	0
OG0007560	1	1
OG0007561	1	1
OG0007562	0	0
OG0007563	0	0
OG0007564	0	0
OG0007565	1	1
OG0007566	0	0
OG0007567	0	0
OG0007568	0	0
OG0007569	0	0
OG0007570	0	0
OG0007571	1	0
OG0007572	0	0
OG0007573	0	0
OG0007574	0	0
OG0007575	0	0
OG0007576	0	0
OG0007577	0	0
OG0007578	0	0
OG0007579	0	0
OG0007580	0	0
OG0007581	0	0
OG0007582	0	0
OG0007583	0	0
OG0007584	0	0
OG0007585	0	0
OG0007586	0	0
OG0007587	0	0
OG0007588	0	0
OG0007589	0	0
OG0007590	0	0
OG0007591	0	0
OG0007592	0	0
OG0007593	0	0
OG0007594	0	0
OG0007595	0	0
OG0007596	0	0
OG0007597	0	0
OG0007598	1	1
OG0007599	1	1
OG0007600	0	0
OG0007601	0	0
OG0007602	1	1
OG0007603	0	0
OG0007604	0	0
OG0007605	0	0
OG0007606	0	0
OG0007607	0	0
OG0007608	0	0
OG0007609	0	0
OG0007610	0	0
OG0007611	0	0
OG0007612	0	0
OG0007613	0	0
OG0007614	0	0
OG0007615	0	0
OG0007616	0	0
OG0007617	1	1
OG0007618	0	0
OG0007619	0	0
OG0007620	0	0
OG0007621	0	0
OG0007622	0	0
OG0007623	0	0
OG0007624	0	0
OG0007625	0	0
OG0007626	0	0
OG0007627	0	0
OG0007628	0	0
OG0007629	0	0
OG0007630	0	0
OG0007631	0	0
OG0007632	1	1
OG0007633	0	0
OG0007634	1	0
OG0007635	0	0
OG0007636	0	0
OG0007637	2	2
OG0007638	2	1
OG0007639	2	2
OG0007640	2	1
OG0007641	1	1
OG0007642	1	1
OG0007643	0	0
OG0007644	0	0
OG0007645	0	0
OG0007646	0	0
OG0007647	0	0
OG0007648	0	0
OG0007649	0	0
OG0007650	0	0
OG0007651	0	0
OG0007652	0	0
OG0007653	0	0
OG0007654	0	0
OG0007655	1	1
OG0007656	0	0
OG0007657	0	0
OG0007658	1	1
OG0007659	0	0
OG0007660	0	0
OG0007661	0	0
OG0007662	1	1
OG0007663	0	0
OG0007664	0	0
OG0007665	0	0
OG0007666	2	1
OG0007667	0	0
OG0007668	0	0
OG0007669	1	1
OG0007670	0	0
OG0007671	0	0
OG0007672	1	1
OG0007673	0	0
OG0007674	0	0
OG0007675	0	0
OG0007676	0	0
OG0007677	1	1
OG0007678	0	0
OG0007679	0	0
OG0007680	0	0
OG0007681	0	0
OG0007682	0	0
OG0007683	0	0
OG0007684	0	0
OG0007685	0	0
OG0007686	0	0
OG0007687	0	0
OG0007688	0	0
OG0007689	0	0
OG0007690	0	0
OG0007691	0	0
OG0007692	0	0
OG0007693	1	0
OG0007694	0	0
OG0007695	0	0
OG0007696	0	0
OG0007697	0	0
OG0007698	0	0
OG0007699	0	0
OG0007700	2	2
OG0007701	1	1
OG0007702	0	0
OG0007703	0	0
OG0007704	0	0
OG0007705	1	1
OG0007706	0	0
OG0007707	0	0
OG0007708	0	0
OG0007709	0	0
OG0007710	0	0
OG0007711	0	0
OG0007712	0	0
OG0007713	8	8
OG0007714	0	0
OG0007715	0	0
OG0007716	0	0
OG0007717	0	0
OG0007718	1	1
OG0007719	0	0
OG0007720	1	0
OG0007721	1	1
OG0007722	0	0
OG0007723	0	0
OG0007724	0	0
OG0007725	0	0
OG0007726	0	0
OG0007727	1	1
OG0007728	0	0
OG0007729	0	0
OG0007730	0	0
OG0007731	5	3
OG0007732	1	1
OG0007733	3	3
OG0007734	1	1
OG0007735	0	0
OG0007736	0	0
OG0007737	0	0
OG0007738	0	0
OG0007739	0	0
OG0007740	0	0
OG0007741	0	0
OG0007742	0	0
OG0007743	0	0
OG0007744	0	0
OG0007745	1	1
OG0007746	0	0
OG0007747	0	0
OG0007748	0	0
OG0007749	0	0
OG0007750	0	0
OG0007751	0	0
OG0007752	0	0
OG0007753	0	0
OG0007754	0	0
OG0007755	0	0
OG0007756	0	0
OG0007757	0	0
OG0007758	0	0
OG0007759	0	0
OG0007760	0	0
OG0007761	0	0
OG0007762	0	0
OG0007763	0	0
OG0007764	0	0
OG0007765	0	0
OG0007766	0	0
OG0007767	0	0
OG0007768	0	0
OG0007769	0	0
OG0007770	0	0
OG0007771	0	0
OG0007772	0	0
OG0007773	0	0
OG0007774	0	0
OG0007775	0	0
OG0007776	0	0
OG0007777	0	0
OG0007778	0	0
OG0007779	0	0
OG0007780	1	1
OG0007781	1	1
OG0007782	1	1
OG0007783	0	0
OG0007784	1	1
OG0007785	0	0
OG0007786	0	0
OG0007787	0	0
OG0007788	0	0
OG0007789	0	0
OG0007790	0	0
OG0007791	0	0
OG0007792	0	0
OG0007793	0	0
OG0007794	0	0
OG0007795	0	0
OG0007796	0	0
OG0007797	0	0
OG0007798	0	0
OG0007799	0	0
OG0007800	0	0
OG0007801	0	0
OG0007802	0	0
OG0007803	0	0
OG0007804	0	0
OG0007805	0	0
OG0007806	1	0
OG0007807	1	1
OG0007808	1	1
OG0007809	1	1
OG0007810	0	0
OG0007811	0	0
OG0007812	0	0
OG0007813	0	0
OG0007814	0	0
OG0007815	0	0
OG0007816	0	0
OG0007817	0	0
OG0007818	0	0
OG0007819	0	0
OG0007820	0	0
OG0007821	0	0
OG0007822	0	0
OG0007823	0	0
OG0007824	0	0
OG0007825	0	0
OG0007826	0	0
OG0007827	0	0
OG0007828	0	0
OG0007829	0	0
OG0007830	0	0
OG0007831	0	0
OG0007832	0	0
OG0007833	0	0
OG0007834	0	0
OG0007835	0	0
OG0007836	0	0
OG0007837	0	0
OG0007838	0	0
OG0007839	0	0
OG0007840	0	0
OG0007841	0	0
OG0007842	0	0
OG0007843	0	0
OG0007844	1	1
OG0007845	0	0
OG0007846	0	0
OG0007847	0	0
OG0007848	0	0
OG0007849	0	0
OG0007850	0	0
OG0007851	0	0
OG0007852	0	0
